NREL's S832 Airfoil
   x/c        y/c
1.000000   0.000000
0.996189   0.000690
0.985144   0.003330
0.967848   0.008395
0.945387   0.015755
0.918585   0.024881
0.887880   0.035169
0.853519   0.046383
0.816140   0.058387
0.776422   0.070791
0.734962   0.083121
0.692288   0.094860
0.648822   0.105440
0.604799   0.114365
0.560397   0.121287
0.515766   0.125985
0.471058   0.128305
0.426293   0.128244
0.381615   0.126142
0.337467   0.122329
0.294358   0.117013
0.252745   0.110366
0.213098   0.102561
0.175832   0.093763
0.141367   0.084153
0.110065   0.073902
0.082279   0.063197
0.058313   0.052175
0.038300   0.041018
0.022423   0.030004
0.010713   0.019421
0.003282   0.009733
0.000114   0.001503
0.000004   0.000278
0.000099  -0.001261
0.000264  -0.001935
0.000525  -0.002520
0.000941  -0.003030
0.001503  -0.003525
0.001881  -0.003804
0.002983  -0.004482
0.010744  -0.007277
0.025774  -0.009577
0.047344  -0.010877
0.075097  -0.011915
0.108254  -0.012945
0.146278  -0.014035
0.188463  -0.015224
0.234228  -0.016488
0.282871  -0.017793
0.333771  -0.019071
0.386222  -0.020247
0.439587  -0.021223
0.493169  -0.021885
0.546335  -0.022084
0.598428  -0.021585
0.649107  -0.020048
0.698213  -0.017446
0.745551  -0.013944
0.790900  -0.009907
0.833844  -0.005849
0.873785  -0.002344
0.909799   0.000129
0.940887   0.001438
0.966133   0.001687
0.984757   0.001184
0.996164   0.000414
1.000000   0.000000
