NREL's S818 Airfoil
   x/c        y/c
1.000000   0.000000
0.996280   0.001172
0.985749   0.005042
0.969733   0.011567
0.949331   0.019933
0.925013   0.029036
0.896604   0.037958
0.863630   0.046635
0.826424   0.055387
0.785533   0.064216
0.741535   0.073043
0.695038   0.081746
0.646674   0.090172
0.597088   0.098138
0.546926   0.105437
0.496826   0.111844
0.447405   0.117113
0.399254   0.120979
0.352929   0.123150
0.308961   0.123253
0.267649   0.120477
0.228032   0.114783
0.190293   0.107047
0.154881   0.097687
0.122185   0.087030
0.092615   0.075381
0.066516   0.063028
0.044275   0.050276
0.026233   0.037351
0.012606   0.024534
0.003757   0.012217
0.000672   0.004557
0.000133   0.001836
0.000037   0.000887
0.000025  -0.000735
0.000499  -0.003280
0.001427  -0.005948
0.003293  -0.009727
0.012369  -0.021463
0.026385  -0.033814
0.044928  -0.046399
0.067750  -0.059078
0.094260  -0.071913
0.123523  -0.084383
0.155152  -0.095994
0.188500  -0.106226
0.222881  -0.114767
0.257026  -0.119427
0.293098  -0.118878
0.331998  -0.113599
0.374522  -0.104281
0.420642  -0.092070
0.470046  -0.077846
0.522280  -0.062487
0.576716  -0.046887
0.632540  -0.031924
0.688741  -0.018413
0.744140  -0.007046
0.797417   0.001664
0.847171   0.007428
0.891988   0.010222
0.930520   0.010291
0.961558   0.008111
0.983734   0.004337
0.996140   0.001111
1.000000   0.000000
