NM18-S tip
0.80304197 -0.00361996
0.81110189 -0.00331997
0.81916181 -0.00303997
0.82720173 -0.00276997
0.83524165 -0.00249998
0.84332157 -0.00222998
0.85139149 -0.00197998
0.85943141 -0.00173998
0.86746133 -0.00149999
0.87552124 -0.00126999
0.88356116 -0.00105999
0.89162108 -0.00083999
0.89967100 -0.00064999
0.90772092 -0.00046000
0.91576084 -0.00028000
0.92380076 -0.00011000
0.93184068 0.00005000
0.93987060 0.00018000
0.94790052 0.00031000
0.95591044 0.00042000
0.96390036 0.00051999
0.97189028 0.00056999
0.97985020 0.00059999
0.98768012 0.00058999
0.99549005 0.00057999
1.00000000 0.00057999
