MID 011-4
1.00000000 0.00264303
0.99740197 0.00291403
0.98937287 0.00379105
0.97846774 0.00499906
0.96741961 0.00624307
0.95634348 0.00750509
0.94526034 0.00878011
0.93416321 0.01005412
0.92309708 0.01132314
0.91203994 0.01256915
0.90097781 0.01380017
0.88995168 0.01499818
0.87889055 0.01616919
0.86783641 0.01731821
0.85679428 0.01843422
0.84571615 0.01953023
0.83464502 0.02060325
0.82358788 0.02164926
0.81250075 0.02267327
0.80140962 0.02368028
0.79033748 0.02466330
0.77925035 0.02562231
0.76814222 0.02656732
0.75705408 0.02749233
0.74597495 0.02839234
0.73486882 0.02927335
0.72375569 0.03013736
0.71266455 0.03098237
0.70157242 0.03180238
0.69045229 0.03260439
0.67933415 0.03339340
0.66823902 0.03415941
0.65713889 0.03490142
0.64601275 0.03562743
0.63488862 0.03633844
0.62378749 0.03702944
0.61268635 0.03769445
0.60156222 0.03833946
0.59043709 0.03896947
0.57933595 0.03957547
0.56823682 0.04015548
0.55711369 0.04071249
0.54598355 0.04125250
0.53488042 0.04176950
0.52378829 0.04225451
0.51267415 0.04271451
0.50154702 0.04315252
0.49043889 0.04356652
0.47934775 0.04394953
0.46823662 0.04430153
0.45710949 0.04463054
0.44600535 0.04493454
0.43492622 0.04520154
0.42383109 0.04543355
0.41271095 0.04563455
0.40161082 0.04580755
0.39054469 0.04594155
0.37946755 0.04602955
0.36836542 0.04608155
0.35728329 0.04609755
0.34624115 0.04606555
0.33518902 0.04598155
0.32410089 0.04585155
0.31303676 0.04568055
0.30201962 0.04545655
0.29098649 0.04517054
0.27990536 0.04483454
0.26884323 0.04445953
0.25783509 0.04403053
0.24682996 0.04353652
0.23581883 0.04298152
0.22483970 0.04236151
0.21387657 0.04166650
0.20290043 0.04089949
0.19195730 0.04006248
0.18105017 0.03914147
0.17013604 0.03813246
0.15925191 0.03703944
0.14840678 0.03585243
0.13756265 0.03456341
0.12676452 0.03318040
0.11601539 0.03168338
0.10529026 0.03006936
0.09465114 0.02833434
0.08404201 0.02645432
0.07349988 0.02443529
0.06304676 0.02226227
0.05277463 0.01992924
0.04271251 0.01738621
0.03289939 0.01461218
0.02356628 0.01160614
0.01471118 0.00828810
0.00784709 0.00532606
0.00439305 0.00361904
0.00271403 0.00269303
0.00170602 0.00206402
0.00102301 0.00157702
0.00053601 0.00115501
0.00020300 0.00076101
0.00002200 0.00037700
0.00000000 0.00000000
0.00000000 0.00000000
0.00015300 -0.00035900
0.00048701 -0.00067801
0.00098501 -0.00093201
0.00164902 -0.00112401
0.00254103 -0.00125802
0.00381805 -0.00132502
0.00595407 -0.00129902
0.01041012 -0.00110301
0.01806822 -0.00059001
0.02782033 0.00033800
0.03868346 0.00162002
0.04961360 0.00305104
0.06033372 0.00453405
0.07123685 0.00607907
0.08212199 0.00761309
0.09306612 0.00909911
0.10405125 0.01051413
0.11495738 0.01184814
0.12591051 0.01311916
0.13688964 0.01432717
0.14781177 0.01546719
0.15874890 0.01654920
0.16973904 0.01758021
0.18070617 0.01855522
0.19165030 0.01947823
0.20264143 0.02035724
0.21367456 0.02119425
0.22468370 0.02198526
0.23567683 0.02273127
0.24670896 0.02343728
0.25778209 0.02410329
0.26883623 0.02472730
0.27986036 0.02530830
0.29089749 0.02585031
0.30196762 0.02635532
0.31303576 0.02682132
0.32407789 0.02724933
0.33511602 0.02763933
0.34618115 0.02799534
0.35726329 0.02831634
0.36832942 0.02860234
0.37938255 0.02885435
0.39045169 0.02907435
0.40155082 0.02926235
0.41266095 0.02941935
0.42376009 0.02954435
0.43485922 0.02964036
0.44598735 0.02970736
0.45713349 0.02974536
0.46826062 0.02975536
0.47934875 0.02973936
0.49042089 0.02969636
0.50152402 0.02962836
0.51265815 0.02953535
0.52377829 0.02941635
0.53487842 0.02927235
0.54598355 0.02910335
0.55711269 0.02890835
0.56824782 0.02868734
0.57936395 0.02844034
0.59046709 0.02816834
0.60157922 0.02786933
0.61271035 0.02754333
0.62383749 0.02719033
0.63494362 0.02681232
0.64604275 0.02640732
0.65715789 0.02597431
0.66828402 0.02551431
0.67939315 0.02502730
0.69048629 0.02451429
0.70158942 0.02397329
0.71271055 0.02340528
0.72382469 0.02281327
0.73491482 0.02219727
0.74600795 0.02155326
0.75712109 0.02087825
0.76823122 0.02017224
0.77931835 0.01943723
0.79040848 0.01866922
0.80151762 0.01786621
0.81261575 0.01703020
0.82368888 0.01616219
0.83476802 0.01525818
0.84585915 0.01431817
0.85692028 0.01334316
0.86797542 0.01233115
0.87904755 0.01127914
0.89009868 0.01019112
0.90114481 0.00906311
0.91222395 0.00789209
0.92328208 0.00668208
0.93436021 0.00543607
0.94543735 0.00417505
0.95650548 0.00289103
0.96757261 0.00159102
0.97863874 0.00026700
0.98954887 -0.00105701
0.99758497 -0.00204402
1.00000000 -0.00235403
