PW98 sm
1.00000000 0.00000000
0.99652000 0.00006000
0.99045000 0.00027000
0.98338000 0.00064000
0.97550000 0.00113000
0.96724000 0.00170000
0.95881000 0.00235000
0.95021000 0.00306000
0.94150000 0.00381000
0.93273000 0.00460000
0.92397000 0.00542000
0.91520000 0.00625000
0.90641000 0.00711000
0.89758000 0.00800000
0.88873000 0.00890000
0.87990000 0.00981000
0.87107000 0.01073000
0.86221000 0.01167000
0.85333000 0.01262000
0.84447000 0.01356000
0.83565000 0.01452000
0.82688000 0.01548000
0.81810000 0.01644000
0.80930000 0.01741000
0.80050000 0.01837000
0.79172000 0.01935000
0.78293000 0.02032000
0.77412000 0.02130000
0.76527000 0.02228000
0.75642000 0.02327000
0.74759000 0.02425000
0.73878000 0.02523000
0.72995000 0.02621000
0.72112000 0.02719000
0.71232000 0.02818000
0.70351000 0.02916000
0.69468000 0.03014000
0.68584000 0.03111000
0.67697000 0.03209000
0.66809000 0.03306000
0.65923000 0.03404000
0.65038000 0.03501000
0.64152000 0.03597000
0.63266000 0.03693000
0.62381000 0.03787000
0.61496000 0.03882000
0.60611000 0.03976000
0.59727000 0.04068000
0.58846000 0.04160000
0.57970000 0.04249000
0.57095000 0.04338000
0.56216000 0.04427000
0.55333000 0.04515000
0.54449000 0.04602000
0.53568000 0.04686000
0.52684000 0.04770000
0.51804000 0.04854000
0.50926000 0.04935000
0.50043000 0.05014000
0.49160000 0.05093000
0.48278000 0.05169000
0.47396000 0.05244000
0.46516000 0.05316000
0.45633000 0.05387000
0.44754000 0.05457000
0.43875000 0.05523000
0.42995000 0.05588000
0.42118000 0.05650000
0.41239000 0.05710000
0.40359000 0.05767000
0.39481000 0.05822000
0.38604000 0.05874000
0.37726000 0.05922000
0.36849000 0.05968000
0.35971000 0.06010000
0.35095000 0.06051000
0.34220000 0.06087000
0.33343000 0.06120000
0.32467000 0.06149000
0.31594000 0.06175000
0.30721000 0.06197000
0.29849000 0.06215000
0.28978000 0.06229000
0.28109000 0.06238000
0.27239000 0.06243000
0.26372000 0.06243000
0.25504000 0.06238000
0.24637000 0.06229000
0.23774000 0.06215000
0.22912000 0.06195000
0.22055000 0.06169000
0.21196000 0.06137000
0.20339000 0.06099000
0.19490000 0.06055000
0.18642000 0.06002000
0.17793000 0.05941000
0.16950000 0.05874000
0.16111000 0.05798000
0.15271000 0.05713000
0.14439000 0.05621000
0.13612000 0.05519000
0.12792000 0.05407000
0.11979000 0.05285000
0.11172000 0.05151000
0.10368000 0.05006000
0.09577000 0.04850000
0.08793000 0.04680000
0.08020000 0.04499000
0.07265000 0.04305000
0.06526000 0.04098000
0.05805000 0.03875000
0.05109000 0.03640000
0.04440000 0.03390000
0.03806000 0.03130000
0.03219000 0.02862000
0.02681000 0.02592000
0.02206000 0.02328000
0.01797000 0.02077000
0.01452000 0.01843000
0.01165000 0.01632000
0.00930000 0.01439000
0.00737000 0.01260000
0.00577000 0.01096000
0.00447000 0.00942000
0.00339000 0.00797000
0.00252000 0.00662000
0.00180000 0.00535000
0.00121000 0.00415000
0.00073000 0.00303000
0.00036000 0.00197000
0.00011000 0.00096000
0.00000000 0.00000000
0.00000000 0.00000000
0.00004000 -0.00095000
0.00023000 -0.00192000
0.00061000 -0.00289000
0.00115000 -0.00385000
0.00189000 -0.00477000
0.00280000 -0.00567000
0.00391000 -0.00652000
0.00522000 -0.00734000
0.00675000 -0.00817000
0.00854000 -0.00903000
0.01062000 -0.00993000
0.01309000 -0.01087000
0.01606000 -0.01184000
0.01966000 -0.01287000
0.02400000 -0.01397000
0.02917000 -0.01511000
0.03521000 -0.01626000
0.04197000 -0.01738000
0.04930000 -0.01842000
0.05706000 -0.01937000
0.06509000 -0.02024000
0.07332000 -0.02103000
0.08166000 -0.02172000
0.09012000 -0.02234000
0.09861000 -0.02290000
0.10718000 -0.02338000
0.11581000 -0.02382000
0.12449000 -0.02421000
0.13318000 -0.02456000
0.14192000 -0.02486000
0.15071000 -0.02514000
0.15947000 -0.02540000
0.16823000 -0.02560000
0.17707000 -0.02579000
0.18593000 -0.02596000
0.19475000 -0.02612000
0.20356000 -0.02624000
0.21241000 -0.02634000
0.22128000 -0.02643000
0.23017000 -0.02651000
0.23903000 -0.02657000
0.24789000 -0.02661000
0.25676000 -0.02663000
0.26563000 -0.02665000
0.27448000 -0.02666000
0.28334000 -0.02665000
