PW106 sm
0.65760000 -0.01757000
0.66638000 -0.01727000
0.67513000 -0.01696000
0.68390000 -0.01666000
0.69271000 -0.01634000
0.70154000 -0.01601000
0.71037000 -0.01567000
0.71918000 -0.01533000
0.72799000 -0.01498000
0.73676000 -0.01462000
0.74553000 -0.01426000
0.75429000 -0.01389000
0.76306000 -0.01351000
0.77182000 -0.01311000
0.78061000 -0.01270000
0.78943000 -0.01230000
0.79826000 -0.01187000
0.80710000 -0.01145000
0.81594000 -0.01101000
0.82478000 -0.01058000
0.83363000 -0.01012000
0.84248000 -0.00966000
0.85133000 -0.00919000
0.86016000 -0.00871000
0.86898000 -0.00822000
0.87776000 -0.00773000
0.88652000 -0.00722000
0.89527000 -0.00672000
0.90400000 -0.00620000
0.91274000 -0.00569000
0.92151000 -0.00515000
0.93031000 -0.00461000
0.93915000 -0.00405000
0.94798000 -0.00350000
0.95675000 -0.00295000
0.96542000 -0.00238000
0.97401000 -0.00181000
0.98231000 -0.00123000
0.98988000 -0.00071000
0.99636000 -0.00024000
1.00000000 0.00000000
