NACA 65A-208
1.00006323 -0.00066581
0.99644389 0.00043068
0.99092634 0.00129260
0.98368974 0.00226811
0.97476919 0.00341644
0.96420210 0.00478308
0.95203180 0.00641436
0.93830606 0.00834371
0.92307175 0.01055704
0.90637535 0.01300242
0.88826497 0.01560458
0.86879914 0.01832425
0.84805608 0.02122846
0.82610461 0.02428563
0.80300552 0.02737330
0.77882454 0.03036282
0.75365000 0.03326551
0.72757085 0.03607307
0.70067761 0.03876396
0.67306247 0.04130354
0.64482121 0.04366468
0.61605203 0.04581991
0.58685528 0.04774214
0.55733219 0.04938537
0.52758581 0.05069621
0.49772186 0.05163365
0.46784834 0.05218800
0.43807359 0.05236016
0.40850538 0.05217812
0.37924988 0.05166972
0.35041129 0.05086646
0.32209211 0.04978684
0.29439239 0.04845710
0.26741015 0.04689412
0.24124110 0.04511011
0.21597807 0.04312002
0.19171042 0.04094357
0.16852416 0.03859917
0.14650216 0.03610132
0.12572279 0.03347069
0.10626027 0.03072854
0.08818535 0.02789177
0.07156757 0.02496105
0.05646244 0.02199227
0.04289781 0.01914312
0.03093743 0.01636575
0.02068743 0.01346196
0.01225621 0.01033937
0.00575968 0.00701803
0.00146595 0.00348514
0.00000000 0.00000000
0.00000000 0.00000000
0.00144970 -0.00346345
0.00602301 -0.00654445
0.01287316 -0.00893653
0.02159448 -0.01090993
0.03206718 -0.01251610
0.04420039 -0.01389430
0.05791462 -0.01528293
0.07315213 -0.01676533
0.08987229 -0.01819854
0.10801841 -0.01953873
0.12752418 -0.02080164
0.14832052 -0.02198485
0.17033454 -0.02308018
0.19348922 -0.02407915
0.21770347 -0.02497852
0.24289284 -0.02577023
0.26896954 -0.02644411
0.29584262 -0.02699399
0.32341837 -0.02741554
0.35160069 -0.02769901
0.38029139 -0.02782451
0.40939022 -0.02777917
0.43879523 -0.02753630
0.46840297 -0.02707237
0.49810872 -0.02636262
0.52780765 -0.02540941
0.55739533 -0.02422482
0.58676930 -0.02285198
0.61582917 -0.02134562
0.64447592 -0.01975283
0.67261130 -0.01810192
0.70013911 -0.01642230
0.72696544 -0.01474469
0.75299963 -0.01311039
0.77815347 -0.01155592
0.80234278 -0.01013571
0.82548703 -0.00891871
0.84750211 -0.00784417
0.86830892 -0.00686108
0.88783326 -0.00592730
0.90600900 -0.00507697
0.92277171 -0.00428100
0.93806484 -0.00357391
0.95183731 -0.00300189
0.96404129 -0.00257309
0.97463276 -0.00224935
0.98357335 -0.00198061
0.99083046 -0.00171855
0.99637510 -0.00140118
1.00006323 -0.00066581
