NM19 root
1.00000000 0.00091000
0.99585000 0.00145000
0.98806000 0.00255000
0.98012000 0.00372000
0.97211000 0.00496000
0.96408000 0.00618000
0.95607000 0.00740000
0.94804000 0.00863000
0.94000000 0.00980000
0.93196000 0.01096000
0.92391000 0.01213000
0.91586000 0.01328000
0.90782000 0.01443000
0.89977000 0.01559000
0.89173000 0.01674000
0.88369000 0.01790000
0.87564000 0.01905000
0.86760000 0.02020000
0.85958000 0.02132000
0.85154000 0.02246000
0.84351000 0.02360000
0.83550000 0.02474000
0.82747000 0.02587000
0.81944000 0.02701000
0.81140000 0.02814000
0.80337000 0.02924000
0.79533000 0.03037000
0.78728000 0.03146000
0.77924000 0.03255000
0.77120000 0.03366000
0.76316000 0.03473000
0.75512000 0.03582000
0.74707000 0.03690000
0.73903000 0.03796000
0.73101000 0.03900000
0.72300000 0.04006000
0.71496000 0.04110000
0.70692000 0.04214000
0.69889000 0.04316000
0.69084000 0.04420000
0.68279000 0.04523000
0.67474000 0.04624000
0.66669000 0.04726000
0.65863000 0.04825000
0.65057000 0.04926000
0.64250000 0.05024000
0.63446000 0.05118000
0.62641000 0.05210000
0.61835000 0.05306000
0.61029000 0.05401000
0.60223000 0.05491000
0.59417000 0.05581000
0.58610000 0.05666000
0.57804000 0.05754000
0.56997000 0.05839000
0.56190000 0.05924000
0.55385000 0.06005000
0.54580000 0.06084000
0.53772000 0.06162000
0.52966000 0.06238000
0.52162000 0.06312000
0.51355000 0.06383000
0.50548000 0.06452000
0.49740000 0.06520000
0.48934000 0.06587000
0.48127000 0.06649000
0.47320000 0.06709000
0.46513000 0.06767000
0.45707000 0.06822000
0.44898000 0.06876000
0.44090000 0.06931000
0.43284000 0.06981000
0.42476000 0.07030000
0.41667000 0.07076000
0.40861000 0.07119000
0.40055000 0.07160000
0.39247000 0.07197000
0.38439000 0.07231000
0.37632000 0.07263000
0.36825000 0.07291000
0.36017000 0.07315000
0.35209000 0.07336000
0.34401000 0.07353000
0.33595000 0.07370000
0.32788000 0.07381000
0.31981000 0.07388000
0.31173000 0.07393000
0.30366000 0.07392000
0.29560000 0.07387000
0.28753000 0.07379000
0.27945000 0.07365000
0.27139000 0.07349000
0.26333000 0.07325000
0.25527000 0.07300000
0.24722000 0.07267000
0.23914000 0.07229000
0.23109000 0.07188000
0.22306000 0.07140000
0.21501000 0.07083000
0.20697000 0.07025000
0.19892000 0.06957000
0.19090000 0.06884000
0.18286000 0.06803000
0.17485000 0.06717000
0.16684000 0.06621000
0.15885000 0.06517000
0.15086000 0.06403000
0.14285000 0.06281000
0.13489000 0.06150000
0.12694000 0.06009000
0.11900000 0.05855000
0.11108000 0.05691000
0.10318000 0.05512000
0.09531000 0.05324000
0.08746000 0.05119000
0.07964000 0.04900000
0.07188000 0.04665000
0.06417000 0.04410000
0.05649000 0.04133000
0.04890000 0.03839000
0.04142000 0.03517000
0.03404000 0.03167000
0.02690000 0.02789000
0.02002000 0.02366000
0.01355000 0.01903000
0.00776000 0.01391000
0.00365000 0.00915000
0.00150000 0.00546000
0.00062000 0.00295000
0.00020000 0.00129000
0.00003000 0.00039000
0.00000000 -0.00000000
0.00000000 -0.00000000
0.00003000 -0.00038000
0.00020000 -0.00122000
0.00070000 -0.00289000
0.00132000 -0.00429000
0.00179000 -0.00506000
0.00240000 -0.00591000
0.00416000 -0.00782000
0.00842000 -0.01111000
0.01467000 -0.01453000
0.02169000 -0.01745000
0.02925000 -0.02005000
0.03689000 -0.02223000
0.04469000 -0.02413000
0.05254000 -0.02578000
0.06045000 -0.02725000
0.06839000 -0.02855000
0.07637000 -0.02970000
0.08436000 -0.03072000
0.09235000 -0.03161000
0.10038000 -0.03242000
0.10842000 -0.03313000
0.11645000 -0.03377000
0.12450000 -0.03434000
0.13256000 -0.03483000
0.14061000 -0.03526000
0.14869000 -0.03565000
0.15676000 -0.03598000
0.16484000 -0.03626000
0.17291000 -0.03648000
0.18098000 -0.03669000
0.18907000 -0.03683000
0.19715000 -0.03697000
0.20523000 -0.03704000
0.21331000 -0.03710000
0.22139000 -0.03710000
0.22946000 -0.03708000
0.23756000 -0.03703000
0.24564000 -0.03695000
0.25372000 -0.03684000
0.26179000 -0.03671000
0.26987000 -0.03655000
0.27794000 -0.03636000
0.28604000 -0.03619000
0.29411000 -0.03596000
0.30220000 -0.03574000
0.31027000 -0.03549000
0.31835000 -0.03521000
0.32643000 -0.03492000
0.33452000 -0.03464000
0.34258000 -0.03429000
0.35067000 -0.03397000
0.35875000 -0.03360000
0.36685000 -0.03324000
0.37493000 -0.03288000
0.38301000 -0.03248000
0.39109000 -0.03209000
0.39918000 -0.03167000
0.40728000 -0.03125000
0.41536000 -0.03083000
0.42345000 -0.03040000
0.43152000 -0.02995000
0.43961000 -0.02949000
0.44769000 -0.02903000
0.45576000 -0.02855000
0.46381000 -0.02809000
0.47187000 -0.02761000
0.47993000 -0.02713000
0.48801000 -0.02663000
0.49608000 -0.02611000
0.50416000 -0.02561000
0.51222000 -0.02506000
0.52030000 -0.02453000
0.52838000 -0.02400000
0.53645000 -0.02344000
0.54451000 -0.02286000
0.55259000 -0.02232000
0.56066000 -0.02176000
0.56872000 -0.02118000
0.57678000 -0.02059000
0.58483000 -0.02002000
0.59290000 -0.01943000
0.60096000 -0.01885000
0.60905000 -0.01826000
0.61714000 -0.01766000
0.62521000 -0.01707000
0.63329000 -0.01647000
0.64137000 -0.01588000
0.64945000 -0.01529000
0.65751000 -0.01469000
0.66558000 -0.01410000
0.67366000 -0.01353000
0.68175000 -0.01295000
0.68982000 -0.01239000
0.69789000 -0.01180000
0.70598000 -0.01126000
0.71406000 -0.01069000
0.72213000 -0.01014000
0.73020000 -0.00960000
0.73825000 -0.00907000
0.74632000 -0.00854000
0.75440000 -0.00802000
0.76248000 -0.00754000
0.77056000 -0.00703000
0.77865000 -0.00655000
0.78672000 -0.00608000
0.79479000 -0.00561000
0.80287000 -0.00516000
0.81095000 -0.00474000
0.81902000 -0.00431000
0.82707000 -0.00390000
0.83513000 -0.00352000
0.84322000 -0.00313000
0.85131000 -0.00278000
0.85936000 -0.00244000
0.86741000 -0.00211000
0.87548000 -0.00180000
0.88354000 -0.00152000
0.89162000 -0.00126000
0.89969000 -0.00102000
0.90776000 -0.00079000
0.91582000 -0.00060000
0.92388000 -0.00044000
0.93194000 -0.00029000
0.93999000 -0.00019000
0.94805000 -0.00011000
0.95608000 -0.00009000
0.96410000 -0.00010000
0.97212000 -0.00017000
0.98011000 -0.00030000
0.98798000 -0.00053000
0.99582000 -0.00076000
1.00000000 -0.00092000
