NACA 66-408
1.00015157 -0.00088673
0.99639124 -0.00002338
0.99089930 0.00107601
0.98370926 0.00246644
0.97484930 0.00415924
0.96435187 0.00615775
0.95225395 0.00845840
0.93859662 0.01104904
0.92342434 0.01390566
0.90678686 0.01700349
0.88873778 0.02030968
0.86933516 0.02378750
0.84864214 0.02740037
0.82672691 0.03111341
0.80365885 0.03487092
0.77951057 0.03860774
0.75435925 0.04225720
0.72828852 0.04576592
0.70138824 0.04909740
0.67374683 0.05217176
0.64545167 0.05484954
0.61659747 0.05698358
0.58729669 0.05858447
0.55766499 0.05974418
0.52781404 0.06053945
0.49785208 0.06098582
0.46788699 0.06109959
0.43802615 0.06088982
0.40837640 0.06036047
0.37904352 0.05952780
0.35013218 0.05839888
0.32174539 0.05698760
0.29398419 0.05530823
0.26694772 0.05337118
0.24073257 0.05118970
0.21543216 0.04878232
0.19113662 0.04616962
0.16793273 0.04337170
0.14590498 0.04039939
0.12513296 0.03727371
0.10569027 0.03402857
0.08764485 0.03070361
0.07106187 0.02732749
0.05600466 0.02391745
0.04253282 0.02049229
0.03068937 0.01711961
0.02051457 0.01385605
0.01209412 0.01062849
0.00563120 0.00720226
0.00145145 0.00350848
0.00000000 0.00000000
0.00000000 0.00000000
0.00171054 -0.00332427
0.00651164 -0.00602734
0.01354827 -0.00774908
0.02240924 -0.00887467
0.03295025 -0.00982124
0.04511076 -0.01075904
0.05884785 -0.01167411
0.07411462 -0.01253125
0.09085606 -0.01334422
0.10901274 -0.01412534
0.12852132 -0.01487228
0.14931432 -0.01556921
0.17131962 -0.01620435
0.19446059 -0.01677730
0.21865654 -0.01729551
0.24382350 -0.01775599
0.26987419 -0.01815301
0.29671822 -0.01848165
0.32426245 -0.01874072
0.35241132 -0.01892985
0.38106721 -0.01904338
0.41013070 -0.01907429
0.43950096 -0.01902101
0.46907601 -0.01887160
0.49875314 -0.01862403
0.52842918 -0.01826961
0.55800073 -0.01779194
0.58736444 -0.01717087
0.61641550 -0.01632411
0.64504753 -0.01515390
0.67315658 -0.01364754
0.70064933 -0.01194505
0.72743702 -0.01017579
0.75343043 -0.00840431
0.77854067 -0.00665378
0.80268313 -0.00496413
0.82577728 -0.00338531
0.84774589 -0.00196514
0.86851438 -0.00073872
0.88801062 0.00028015
0.90616652 0.00107832
0.92291807 0.00164404
0.93820531 0.00197152
0.95197245 0.00206622
0.96416826 0.00193647
0.97474644 0.00160620
0.98366626 0.00111175
0.99089313 0.00049964
0.99639876 -0.00017492
1.00015157 -0.00088673
