PW1211 sm
1.00000000 0.00000000
0.99652000 -0.00016000
0.99033000 -0.00033000
0.98310000 -0.00043000
0.97524000 -0.00046000
0.96718000 -0.00037000
0.95905000 -0.00018000
0.95076000 0.00010000
0.94237000 0.00047000
0.93394000 0.00090000
0.92546000 0.00139000
0.91692000 0.00193000
0.90835000 0.00252000
0.89978000 0.00314000
0.89118000 0.00379000
0.88254000 0.00447000
0.87389000 0.00516000
0.86526000 0.00588000
0.85662000 0.00662000
0.84799000 0.00737000
0.83938000 0.00815000
0.83079000 0.00894000
0.82218000 0.00974000
0.81355000 0.01056000
0.80490000 0.01140000
0.79627000 0.01223000
0.78763000 0.01308000
0.77895000 0.01393000
0.77027000 0.01478000
0.76160000 0.01565000
0.75292000 0.01652000
0.74423000 0.01740000
0.73556000 0.01827000
0.72690000 0.01915000
0.71826000 0.02003000
0.70962000 0.02091000
0.70096000 0.02179000
0.69228000 0.02268000
0.68359000 0.02356000
0.67491000 0.02444000
0.66624000 0.02531000
0.65757000 0.02618000
0.64890000 0.02705000
0.64023000 0.02790000
0.63158000 0.02875000
0.62295000 0.02959000
0.61431000 0.03040000
0.60566000 0.03121000
0.59703000 0.03202000
0.58840000 0.03281000
0.57973000 0.03361000
0.57108000 0.03440000
0.56241000 0.03517000
0.55373000 0.03593000
0.54505000 0.03668000
0.53639000 0.03742000
0.52773000 0.03815000
0.51906000 0.03887000
0.51041000 0.03958000
0.50174000 0.04027000
0.49306000 0.04095000
0.48439000 0.04162000
0.47575000 0.04227000
0.46709000 0.04291000
0.45846000 0.04353000
0.44982000 0.04411000
0.44117000 0.04470000
0.43253000 0.04525000
0.42387000 0.04579000
0.41522000 0.04632000
0.40657000 0.04682000
0.39791000 0.04730000
0.38926000 0.04776000
0.38060000 0.04820000
0.37197000 0.04861000
0.36333000 0.04900000
0.35470000 0.04938000
0.34606000 0.04972000
0.33743000 0.05003000
0.32882000 0.05032000
0.32020000 0.05057000
0.31159000 0.05080000
0.30295000 0.05100000
0.29435000 0.05118000
0.28575000 0.05131000
0.27714000 0.05141000
0.26856000 0.05149000
0.25999000 0.05152000
0.25142000 0.05151000
0.24286000 0.05147000
0.23429000 0.05138000
0.22576000 0.05124000
0.21720000 0.05106000
0.20869000 0.05085000
0.20021000 0.05058000
0.19173000 0.05026000
0.18329000 0.04987000
0.17483000 0.04943000
0.16642000 0.04893000
0.15806000 0.04835000
0.14971000 0.04770000
0.14137000 0.04698000
0.13307000 0.04619000
0.12486000 0.04531000
0.11666000 0.04433000
0.10849000 0.04326000
0.10040000 0.04210000
0.09242000 0.04083000
0.08454000 0.03944000
0.07672000 0.03792000
0.06903000 0.03628000
0.06149000 0.03449000
0.05414000 0.03256000
0.04702000 0.03048000
0.04019000 0.02826000
0.03377000 0.02592000
0.02786000 0.02350000
0.02255000 0.02105000
0.01799000 0.01870000
0.01420000 0.01649000
0.01113000 0.01445000
0.00866000 0.01258000
0.00666000 0.01088000
0.00504000 0.00932000
0.00375000 0.00788000
0.00272000 0.00653000
0.00190000 0.00526000
0.00125000 0.00407000
0.00072000 0.00297000
0.00033000 0.00193000
0.00008000 0.00094000
0.00000000 0.00000000
0.00000000 0.00000000
0.00010000 -0.00093000
0.00040000 -0.00188000
0.00090000 -0.00281000
0.00160000 -0.00371000
0.00251000 -0.00456000
