PW1211 sm
0.00362000 -0.00536000
0.00498000 -0.00607000
0.00660000 -0.00674000
0.00855000 -0.00741000
0.01091000 -0.00811000
0.01383000 -0.00886000
0.01748000 -0.00969000
0.02206000 -0.01058000
0.02770000 -0.01154000
0.03424000 -0.01250000
0.04151000 -0.01339000
0.04924000 -0.01420000
0.05727000 -0.01492000
0.06545000 -0.01556000
0.07372000 -0.01610000
0.08209000 -0.01658000
0.09054000 -0.01701000
0.09901000 -0.01737000
0.10749000 -0.01767000
0.11607000 -0.01793000
0.12463000 -0.01817000
0.13319000 -0.01835000
0.14181000 -0.01851000
0.15043000 -0.01864000
0.15908000 -0.01873000
0.16772000 -0.01881000
0.17637000 -0.01886000
0.18503000 -0.01888000
0.19373000 -0.01889000
0.20241000 -0.01890000
0.21109000 -0.01888000
0.21976000 -0.01884000
0.22841000 -0.01879000
0.23705000 -0.01874000
0.24570000 -0.01867000
0.25439000 -0.01861000
0.26310000 -0.01852000
0.27181000 -0.01843000
0.28053000 -0.01833000
0.28926000 -0.01822000
0.29800000 -0.01811000
0.30672000 -0.01801000
0.31541000 -0.01788000
0.32408000 -0.01775000
0.33274000 -0.01763000
0.34143000 -0.01750000
0.35013000 -0.01737000
0.35881000 -0.01723000
0.36747000 -0.01709000
0.37613000 -0.01695000
0.38480000 -0.01680000
0.39348000 -0.01665000
0.40215000 -0.01649000
0.41085000 -0.01634000
0.41957000 -0.01620000
0.42828000 -0.01605000
0.43700000 -0.01589000
0.44573000 -0.01573000
0.45443000 -0.01557000
0.46312000 -0.01540000
0.47183000 -0.01524000
0.48054000 -0.01509000
0.48926000 -0.01491000
0.49796000 -0.01475000
0.50662000 -0.01459000
0.51530000 -0.01442000
0.52396000 -0.01424000
0.53260000 -0.01408000
0.54123000 -0.01391000
0.54986000 -0.01373000
0.55851000 -0.01356000
0.56720000 -0.01338000
0.57592000 -0.01320000
0.58464000 -0.01303000
0.59332000 -0.01285000
0.60197000 -0.01266000
0.61061000 -0.01248000
0.61925000 -0.01229000
0.62791000 -0.01211000
0.63660000 -0.01192000
0.64532000 -0.01174000
0.65404000 -0.01155000
0.66276000 -0.01135000
0.67148000 -0.01115000
0.68017000 -0.01095000
0.68883000 -0.01074000
0.69749000 -0.01055000
0.70615000 -0.01034000
0.71482000 -0.01013000
0.72347000 -0.00991000
0.73213000 -0.00970000
0.74082000 -0.00948000
0.74955000 -0.00926000
0.75827000 -0.00905000
0.76698000 -0.00882000
0.77571000 -0.00858000
0.78445000 -0.00834000
0.79317000 -0.00810000
0.80189000 -0.00785000
0.81063000 -0.00760000
0.81934000 -0.00735000
0.82805000 -0.00709000
0.83675000 -0.00683000
0.84542000 -0.00656000
0.85405000 -0.00628000
0.86264000 -0.00603000
0.87122000 -0.00574000
0.87981000 -0.00546000
0.88844000 -0.00516000
0.89713000 -0.00486000
0.90583000 -0.00456000
0.91453000 -0.00424000
0.92322000 -0.00392000
0.93192000 -0.00358000
0.94060000 -0.00323000
0.94923000 -0.00286000
0.95778000 -0.00246000
0.96625000 -0.00203000
0.97464000 -0.00158000
0.98273000 -0.00108000
0.99013000 -0.00059000
0.99649000 -0.00020000
1.00000000 0.00000000
