NACA 64A-307
1.00010901 -0.00075639
0.99646681 0.00030406
0.99095119 0.00118753
0.98371772 0.00219950
0.97480076 0.00339281
0.96423741 0.00480859
0.95207147 0.00649496
0.93835076 0.00848452
0.92312170 0.01076032
0.90643117 0.01327446
0.88832583 0.01594343
0.86886207 0.01871356
0.84812150 0.02167342
0.82617090 0.02477725
0.80306886 0.02788739
0.77887822 0.03084897
0.75369141 0.03370103
0.72759988 0.03645546
0.70069496 0.03909827
0.67306970 0.04160454
0.64481894 0.04393844
0.61604101 0.04607537
0.58683640 0.04799159
0.55730744 0.04966513
0.52755800 0.05107647
0.49769240 0.05218955
0.46781646 0.05297697
0.43803691 0.05341869
0.40846074 0.05347351
0.37919576 0.05310738
0.35034795 0.05237598
0.32201988 0.05134207
0.29431245 0.05002643
0.26732407 0.04845064
0.24115056 0.04663453
0.21588507 0.04459466
0.19161755 0.04234874
0.16843464 0.03991431
0.14641793 0.03732152
0.12564567 0.03459413
0.10619377 0.03174324
0.08813363 0.02878506
0.07152936 0.02575432
0.05644085 0.02268325
0.04292925 0.01957823
0.03105267 0.01645000
0.02087014 0.01330617
0.01245093 0.01014098
0.00590967 0.00690369
0.00155314 0.00344287
0.00000000 0.00000000
0.00000000 0.00000000
0.00171271 -0.00331269
0.00657225 -0.00590606
0.01360362 -0.00765083
0.02242700 -0.00901950
0.03294117 -0.01018628
0.04508912 -0.01121496
0.05881989 -0.01213819
0.07408126 -0.01297833
0.09081735 -0.01375741
0.10896937 -0.01446823
0.12847396 -0.01509875
0.14926261 -0.01565405
0.17126255 -0.01614272
0.19439728 -0.01655895
0.21858650 -0.01688916
0.24374608 -0.01713163
0.26978857 -0.01728247
0.29662344 -0.01733865
0.32415744 -0.01729192
0.35229483 -0.01713156
0.38093763 -0.01684546
0.40998532 -0.01637872
0.43933521 -0.01568453
0.46888528 -0.01480471
0.49853361 -0.01378463
0.52817775 -0.01264909
0.55771574 -0.01142871
0.58704658 -0.01016250
0.61606937 -0.00887154
0.64468451 -0.00758016
0.67279387 -0.00631411
0.70030120 -0.00510111
0.72711278 -0.00398193
0.75313691 -0.00299293
0.77828419 -0.00217065
0.80246829 -0.00157716
0.82560480 -0.00128078
0.84760977 -0.00115084
0.86840567 -0.00106497
0.88792025 -0.00097044
0.90608617 -0.00092658
0.92284036 -0.00088183
0.93812487 -0.00086079
0.95188669 -0.00090238
0.96407778 -0.00101546
0.97465595 -0.00116025
0.98358515 -0.00128333
0.99083495 -0.00133936
0.99637923 -0.00127148
1.00010901 -0.00075639
