PW51 sm
1.00000000 0.00000000
0.99645000 0.00008000
0.99034000 0.00033000
0.98327000 0.00070000
0.97547000 0.00118000
0.96722000 0.00177000
0.95874000 0.00241000
0.95007000 0.00311000
0.94128000 0.00385000
0.93244000 0.00462000
0.92357000 0.00542000
0.91469000 0.00624000
0.90579000 0.00708000
0.89686000 0.00793000
0.88793000 0.00879000
0.87899000 0.00967000
0.87005000 0.01057000
0.86110000 0.01147000
0.85215000 0.01238000
0.84318000 0.01330000
0.83422000 0.01422000
0.82526000 0.01515000
0.81631000 0.01608000
0.80735000 0.01701000
0.79838000 0.01794000
0.78939000 0.01888000
0.78041000 0.01981000
0.77145000 0.02075000
0.76253000 0.02168000
0.75362000 0.02261000
0.74469000 0.02354000
0.73574000 0.02447000
0.72678000 0.02540000
0.71781000 0.02635000
0.70886000 0.02728000
0.69993000 0.02820000
0.69099000 0.02912000
0.68204000 0.03004000
0.67310000 0.03097000
0.66417000 0.03188000
0.65524000 0.03279000
0.64631000 0.03369000
0.63737000 0.03459000
0.62844000 0.03548000
0.61949000 0.03637000
0.61055000 0.03725000
0.60162000 0.03812000
0.59270000 0.03898000
0.58380000 0.03984000
0.57488000 0.04069000
0.56595000 0.04152000
0.55704000 0.04234000
0.54813000 0.04315000
0.53921000 0.04395000
0.53027000 0.04474000
0.52135000 0.04553000
0.51242000 0.04629000
0.50351000 0.04704000
0.49458000 0.04777000
0.48565000 0.04849000
0.47672000 0.04919000
0.46780000 0.04988000
0.45889000 0.05055000
0.44999000 0.05120000
0.44108000 0.05182000
0.43218000 0.05243000
0.42329000 0.05302000
0.41442000 0.05359000
0.40556000 0.05411000
0.39668000 0.05462000
0.38782000 0.05511000
0.37896000 0.05557000
0.37011000 0.05601000
0.36125000 0.05641000
0.35238000 0.05678000
0.34354000 0.05713000
0.33470000 0.05744000
0.32585000 0.05772000
0.31704000 0.05797000
0.30820000 0.05817000
0.29939000 0.05835000
0.29057000 0.05848000
0.28180000 0.05858000
0.27302000 0.05864000
0.26426000 0.05864000
0.25548000 0.05861000
0.24676000 0.05853000
0.23802000 0.05839000
0.22932000 0.05821000
0.22063000 0.05798000
0.21196000 0.05769000
0.20331000 0.05734000
0.19471000 0.05693000
0.18615000 0.05645000
0.17762000 0.05589000
0.16909000 0.05527000
0.16059000 0.05457000
0.15215000 0.05378000
0.14373000 0.05291000
0.13538000 0.05197000
0.12712000 0.05092000
0.11887000 0.04978000
0.11070000 0.04853000
0.10263000 0.04718000
