MID 153b
1.00000000 0.00219100
0.99657300 0.00295600
0.98952201 0.00456900
0.97986102 0.00683799
0.96886403 0.00949199
0.95690504 0.01244399
0.94447806 0.01554198
0.93204407 0.01862298
0.91975208 0.02160298
0.90755009 0.02447498
0.89534310 0.02724697
0.88309112 0.02993397
0.87079613 0.03254297
0.85845914 0.03507296
0.84608615 0.03753096
0.83370517 0.03990996
0.82132418 0.04221196
0.80895119 0.04442796
0.79658020 0.04655795
0.78418322 0.04860695
0.77177323 0.05057895
0.75935424 0.05246795
0.74691725 0.05427895
0.73446627 0.05601094
0.72200728 0.05766494
0.70953529 0.05924094
0.69705330 0.06074094
0.68457032 0.06216094
0.67206833 0.06350594
0.65955334 0.06477594
0.64703735 0.06597093
0.63451037 0.06709093
0.62196738 0.06813993
0.60943639 0.06911493
0.59690240 0.07001793
0.58433842 0.07085293
0.57177043 0.07161893
0.55921644 0.07231693
0.54664645 0.07294493
0.53405447 0.07351193
0.52147548 0.07401293
0.50889249 0.07444893
0.49629850 0.07482393
0.48369252 0.07513792
0.47107753 0.07539392
0.45847154 0.07558992
0.44584855 0.07572992
0.43321957 0.07581492
0.42060858 0.07584392
0.40799359 0.07581692
0.39535060 0.07573592
0.38271262 0.07560692
0.37010963 0.07542292
0.35753264 0.07518792
0.34499166 0.07489093
0.33248367 0.07453093
0.32000668 0.07410593
0.30756469 0.07361093
0.29516370 0.07304293
0.28281872 0.07239593
0.27052973 0.07166693
0.25827774 0.07084493
0.24604875 0.06992993
0.23386777 0.06892193
0.22173678 0.06781393
0.20965679 0.06660493
0.19765180 0.06528593
0.18570981 0.06385494
0.17385483 0.06230794
0.16210984 0.06063794
0.15046585 0.05883694
0.13895186 0.05689894
0.12759487 0.05482395
0.11641588 0.05259995
0.10547089 0.05023195
0.09483391 0.04770895
0.08455292 0.04502095
0.07466893 0.04215796
0.06523693 0.03911996
0.05622594 0.03588696
0.04761895 0.03245697
0.03950996 0.02889097
0.03203697 0.02528497
0.02550497 0.02186598
0.02019398 0.01886198
0.01603198 0.01631298
0.01277299 0.01417199
0.01021599 0.01239099
0.00818399 0.01088099
0.00654099 0.00957699
0.00519099 0.00841899
0.00407000 0.00736399
0.00313200 0.00638299
0.00235000 0.00545499
0.00170100 0.00457100
0.00117000 0.00372900
0.00074700 0.00291800
0.00042200 0.00213700
0.00019100 0.00137600
0.00005100 0.00067400
0.00000000 0.00000000
0.00000000 0.00000000
0.00003800 -0.00066500
0.00017400 -0.00133500
0.00042000 -0.00198300
0.00079000 -0.00263100
0.00128600 -0.00325400
0.00191000 -0.00383900
0.00266600 -0.00439600
0.00355400 -0.00494200
0.00457700 -0.00549499
0.00575499 -0.00606199
0.00711699 -0.00664899
0.00870499 -0.00725799
0.01057299 -0.00789299
0.01278599 -0.00853899
0.01544298 -0.00916499
0.01870198 -0.00974599
0.02278198 -0.01027199
0.02790497 -0.01070299
0.03424697 -0.01097099
0.04194596 -0.01101699
0.05090295 -0.01081699
0.06084294 -0.01037299
0.07162893 -0.00971199
0.08308492 -0.00889799
0.09494191 -0.00798199
0.10695489 -0.00699699
0.11896788 -0.00594299
0.13104687 -0.00480300
0.14327786 -0.00358200
0.15564484 -0.00229600
0.16811583 -0.00096300
0.18064782 0.00040000
0.19322781 0.00179600
0.20587079 0.00321400
0.21856378 0.00465000
0.23126577 0.00609099
0.24398676 0.00754499
0.25674774 0.00900799
0.26952473 0.01047299
0.28232672 0.01193799
0.29515470 0.01340499
0.30800969 0.01486599
0.32089468 0.01632198
0.33378467 0.01776798
0.34666365 0.01919698
0.35951864 0.02060698
0.37235163 0.02199098
0.38517161 0.02335198
0.39795860 0.02468298
0.41071859 0.02598197
0.42345858 0.02724497
0.43617156 0.02846697
0.44886255 0.02964497
0.46153254 0.03077797
0.47417553 0.03185897
0.48679451 0.03288497
0.49939350 0.03385397
0.51197249 0.03475997
0.52452748 0.03560296
0.53705546 0.03637796
0.54956245 0.03708096
0.56204844 0.03770596
0.57452243 0.03825596
0.58697341 0.03872396
0.59938940 0.03910696
0.61179139 0.03940296
0.62416938 0.03960696
0.63652236 0.03971496
0.64886035 0.03972796
0.66118234 0.03964196
0.67348033 0.03945296
0.68577131 0.03915996
0.69807030 0.03876196
0.71036629 0.03825896
0.72266328 0.03765296
0.73496427 0.03694296
0.74726725 0.03612896
0.75956324 0.03521396
0.77184623 0.03419497
0.78414222 0.03306997
0.79645120 0.03184497
0.80873819 0.03051597
0.82102718 0.02908597
0.83332917 0.02755397
0.84562915 0.02592297
0.85791714 0.02419398
0.87021013 0.02236598
0.88250612 0.02043998
0.89480811 0.01841498
0.90711809 0.01629198
0.91942208 0.01407299
0.93172807 0.01175999
0.94401706 0.00936499
0.95628104 0.00689899
0.96832603 0.00441700
0.97955002 0.00205800
0.98945301 -0.00005500
0.99661000 -0.00159700
1.00000000 -0.00233800
